Rank,NCT Number,Title,Recruitment,Study Results,Conditions,Interventions,Sponsor/Collaborators,Gender,Age,Phases,Enrollment,Funded Bys,Study Types,Study Designs,Other IDs,First Received,Start Date,Completion Date,Last Updated,Last Verified,Results First Received,Acronym,Primary Completion Date,Outcome Measures,URL
137,NCT00040846,"Alemtuzumab, Fludarabine Phosphate, and Low-Dose Total Body Irradiation Before Donor Stem Cell Transplantation in Treating Patients With Hematological Malignancies","Active, not recruiting",Has Results,"Adult Acute Myeloid Leukemia With 11q23 (MLL) Abnormalities|Adult Acute Myeloid Leukemia With Del(5q)|Adult Acute Myeloid Leukemia With Inv(16)(p13;q22)|Adult Acute Myeloid Leukemia With t(15;17)(q22;q12)|Adult Acute Myeloid Leukemia With t(16;16)(p13;q22)|Adult Acute Myeloid Leukemia With t(8;21)(q22;q22)|Adult Nasal Type Extranodal NK/T-cell Lymphoma|Anaplastic Large Cell Lymphoma|Angioimmunoblastic T-cell Lymphoma|Childhood Burkitt Lymphoma|Childhood Chronic Myelogenous Leukemia|Childhood Diffuse Large Cell Lymphoma|Childhood Immunoblastic Large Cell Lymphoma|Childhood Nasal Type Extranodal NK/T-cell Lymphoma|Chronic Phase Chronic Myelogenous Leukemia|Contiguous Stage II Adult Diffuse Small Cleaved Cell Lymphoma|Contiguous Stage II Grade 1 Follicular Lymphoma|Contiguous Stage II Grade 2 Follicular Lymphoma|Contiguous Stage II Marginal Zone Lymphoma|Contiguous Stage II Small Lymphocytic Lymphoma|Extranodal Marginal Zone B-cell Lymphoma of Mucosa-associated Lymphoid Tissue|Hepatosplenic T-cell Lymphoma|Myelodysplastic/Myeloproliferative Neoplasm, Unclassifiable|Nodal Marginal Zone B-cell Lymphoma|Noncontiguous Stage II Adult Diffuse Small Cleaved Cell Lymphoma|Noncontiguous Stage II Grade 1 Follicular Lymphoma|Noncontiguous Stage II Grade 2 Follicular Lymphoma|Noncontiguous Stage II Marginal Zone Lymphoma|Noncontiguous Stage II Small Lymphocytic Lymphoma|Peripheral T-cell Lymphoma|Previously Treated Myelodysplastic Syndromes|Progressive Hairy Cell Leukemia, Initial Treatment|Recurrent Adult Acute Myeloid Leukemia|Recurrent Adult Burkitt Lymphoma|Recurrent Adult Diffuse Large Cell Lymphoma|Recurrent Adult Diffuse Mixed Cell Lymphoma|Recurrent Adult Diffuse Small Cleaved Cell Lymphoma|Recurrent Adult Grade III Lymphomatoid Granulomatosis|Recurrent Adult Hodgkin Lymphoma|Recurrent Adult Immunoblastic Large Cell Lymphoma|Recurrent Adult Lymphoblastic Lymphoma|Recurrent Adult T-cell Leukemia/Lymphoma|Recurrent Childhood Acute Lymphoblastic Leukemia|Recurrent Childhood Acute Myeloid Leukemia|Recurrent Childhood Anaplastic Large Cell Lymphoma|Recurrent Childhood Large Cell Lymphoma|Recurrent Childhood Lymphoblastic Lymphoma|Recurrent Childhood Small Noncleaved Cell Lymphoma|Recurrent Cutaneous T-cell Non-Hodgkin Lymphoma|Recurrent Grade 1 Follicular Lymphoma|Recurrent Grade 2 Follicular Lymphoma|Recurrent Grade 3 Follicular Lymphoma|Recurrent Mantle Cell Lymphoma|Recurrent Marginal Zone Lymphoma|Recurrent Mycosis Fungoides/Sezary Syndrome|Recurrent Small Lymphocytic Lymphoma|Recurrent/Refractory Childhood Hodgkin Lymphoma|Refractory Chronic Lymphocytic Leukemia|Refractory Hairy Cell Leukemia|Refractory Multiple Myeloma|Relapsing Chronic Myelogenous Leukemia|Splenic Marginal Zone Lymphoma|Stage I Adult Diffuse Small Cleaved Cell Lymphoma|Stage I Childhood Anaplastic Large Cell Lymphoma|Stage I Childhood Large Cell Lymphoma|Stage I Cutaneous T-cell Non-Hodgkin Lymphoma|Stage I Grade 1 Follicular Lymphoma|Stage I Grade 2 Follicular Lymphoma|Stage I Mantle Cell Lymphoma|Stage I Marginal Zone Lymphoma|Stage I Mycosis Fungoides/Sezary Syndrome|Stage I Small Lymphocytic Lymphoma|Stage II Childhood Anaplastic Large Cell Lymphoma|Stage II Childhood Large Cell Lymphoma|Stage II Cutaneous T-cell Non-Hodgkin Lymphoma|Stage II Mycosis Fungoides/Sezary Syndrome|Stage III Adult Diffuse Large Cell Lymphoma|Stage III Adult Diffuse Small Cleaved Cell Lymphoma|Stage III Childhood Anaplastic Large Cell Lymphoma|Stage III Childhood Large Cell Lymphoma|Stage III Cutaneous T-cell Non-Hodgkin Lymphoma|Stage III Grade 1 Follicular Lymphoma|Stage III Grade 2 Follicular Lymphoma|Stage III Mantle Cell Lymphoma|Stage III Marginal Zone Lymphoma|Stage III Mycosis Fungoides/Sezary Syndrome|Stage III Small Lymphocytic Lymphoma|Stage IV Adult Diffuse Large Cell Lymphoma|Stage IV Adult Diffuse Small Cleaved Cell Lymphoma|Stage IV Childhood Anaplastic Large Cell Lymphoma|Stage IV Childhood Large Cell Lymphoma|Stage IV Cutaneous T-cell Non-Hodgkin Lymphoma|Stage IV Grade 1 Follicular Lymphoma|Stage IV Grade 2 Follicular Lymphoma|Stage IV Mantle Cell Lymphoma|Stage IV Marginal Zone Lymphoma|Stage IV Mycosis Fungoides/Sezary Syndrome|Stage IV Small Lymphocytic Lymphoma|T-cell Large Granular Lymphocyte Leukemia|WaldenstrÃ¶m Macroglobulinemia",Biological: alemtuzumab|Drug: fludarabine phosphate|Radiation: total-body irradiation|Procedure: allogeneic hematopoietic stem cell transplantation|Procedure: peripheral blood stem cell transplantation|Drug: mycophenolate mofetil|Drug: cyclosporine,"Fred Hutchinson Cancer Research Center|National Heart, Lung, and Blood Institute (NHLBI)|National Cancer Institute (NCI)",All,"up to 74 Years Â  (Child, Adult, Senior)",Phase 2,60,Other|NIH,Interventional,Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment,1591.00|NCI-2011-00471|P30CA015704|P01CA018029,8-Jul-02,11/1/01,null,26-Jan-17,Jan-17,26-Jan-17,null,Dec-09,"Evaluate the Risk of Transplant Related Mortality.|Evaluate the Risk of Occurrence of Acute and Chronic GVHD|Determine Whether Engraftment Can be Maintained With a Single Dose Fludarabine, DLI and Continued MMF/CSP, Defined as Rejection Rate < 20%.|Evaluate the Risk/Incidence of Infections|Evaluate the Risk for Disease Progression and Relapse",https://ClinicalTrials.gov/show/NCT00040846
169,NCT00920972,Campath/Fludarabine/Melphalan Transplant Conditioning for Non-Malignant Diseases,Recruiting,No Results Available,"Metabolic Disorders|Hematologic, Immune, or Bone Marrow Disorders|Hemoglobinopathies|Non-malignant Disorders","Drug: Transplant conditioning regimen of alemtuzumab, fludarabine, and melphalan|Drug: Transplant conditioning regimen of hydroxyurea, campath, fludarabine, thiotepa, & melphalan|Drug: Transplant conditioning regimen of hydroxyurea, campath, fludarabine, thiotepa, & melphalan|Drug: Transplant conditioning regimen of hydroxyurea, campath, fludarabine, thiotepa, & melphalan",Washington University School of Medicine|St. Louis Children's Hospital,All,"up to 20 Years Â  (Child, Adult)",Phase 1|Phase 2,220,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,01-0923,15-Jun-09,12/1/01,null,1-Nov-16,Nov-16,No Study Results Posted,null,Dec-18,Donor engraftment as measured by chimerism|Major toxicities as graded by the CTC v4|Time to neutrophil and platelet engraftment as measured by complete blood counts|Incidence of acute graft-versus-host disease as measured by protocol grading scale|Incidence of chronic graft-versus-host disease as measured by protocol grading scale|Long-term donor engraftment by donor chimerism|Immune reconstitution by laboratory evaluations|Overall and disease free survival,https://ClinicalTrials.gov/show/NCT00920972
20,NCT02701517,Cyclosporine Plus Methotrexate or Alemtuzumab,Suspended,No Results Available,Unrecognized Condition: Mature B or T-cell Neoplasm,Drug: Cyclosporine + METHOTREXATE|Drug: Cyclosporine + CAMPATH-1H,Grupo EspaÃ±ol de Linfomas y Transplante AutÃ_logo de MÃ©dula Ã“sea,All,45 Years to 65 Years Â  (Adult),Phase 2,72,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,TIRCAMPATH-alo 2002,12-Mar-15,9/1/03,null,2-Mar-16,Mar-16,No Study Results Posted,null,Nov-09,Efficacy of transplantation in terms of event-free survival|Incidence of infections and transplant-related mortality,https://ClinicalTrials.gov/show/NCT02701517
62,NCT00077961,"Rituximab Plus CAMPATH in Patients With Relapsed/Refractory Low-Grade or Follicular, CD20-positive, B-cell NHL",Terminated,No Results Available,Non-Hodgkin's Lymphoma,Drug: CAMPATH (alemtuzumab),"Genzyme, a Sanofi Company|Sanofi",All,"18 Years and older Â  (Adult, Senior)",Phase 1|Phase 2,49,Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,CAM.NHL233,13-Feb-04,12/1/03,null,25-Mar-15,Mar-15,No Study Results Posted,null,Feb-06,,https://ClinicalTrials.gov/show/NCT00077961
116,NCT00081068,Alemtuzumab in Treating Patients With Waldenstrom's Macroglobulinemia,Withdrawn,No Results Available,Lymphoma,Biological: alemtuzumab,Jonsson Comprehensive Cancer Center|National Cancer Institute (NCI),All,"18 Years and older Â  (Adult, Senior)",Phase 2,0,Other|NIH,Interventional,Masking: Open Label|Primary Purpose: Treatment,CDR0000358811|UCLA-0309058,7-Apr-04,1/1/04,null,7-Jan-13,Jan-13,No Study Results Posted,null,null,Objective response|Time to treatment failure|Toxicity,https://ClinicalTrials.gov/show/NCT00081068
58,NCT00226512,To Determine the Role of Adding Campath-1H or ATG Given In-vivo in Addition to Fludarabine and Low Dose Busulfex on Outcome in Patients Treated With Reduced Intensity Conditioning,Withdrawn,No Results Available,Acute Myeloid Leukemia|Myelodysplastic Syndrome,Drug: Campath-1H /ATG,Hadassah Medical Organization|Bayer,All,"18 Years and older Â  (Adult, Senior)",Phase 3,203,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,230704-HMO-CTIL,9-Sep-05,7/1/04,null,7-Apr-11,Sep-05,No Study Results Posted,null,null,"To determine the efficacy of s.c. Campath-1H or ATG in decreasing the incidence and severity of acute and chronic GVHD in patients with AML and MDS treated with non-myeloablative stem cell transplantation.|Investigate the role of different conditioning regimens on:|Infection, engraftment relapse rate and disease free survival.",https://ClinicalTrials.gov/show/NCT00226512
85,NCT00089349,Alemtuzumab With or Without Methotrexate and Mercaptopurine in Treating Young Patients With Relapsed Acute Lymphoblastic Leukemia,Completed,No Results Available,Recurrent Childhood Acute Lymphoblastic Leukemia,Biological: alemtuzumab|Drug: methotrexate|Drug: mercaptopurine,National Cancer Institute (NCI),All,"up to 30 Years Â  (Child, Adult)",Phase 2,25,NIH,Interventional,Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,NCI-2012-01814|ADVL0222|CDR0000378240|NCI-05-C-0248|COG-ADVL0222|U01CA097452,4-Aug-04,7/1/04,null,4-Jun-13,Jun-13,No Study Results Posted,null,Sep-06,Response rate to Campath-1H alone|Response to combined treatment with Campath-1H and chemotherapy|Tolerability of the combination therapy evaluated by dose-limiting toxicity,https://ClinicalTrials.gov/show/NCT00089349
92,NCT00161590,"Study of CHOP + Campath for T-Cell, Null Cell, or Natural Killer (NK)-Cell Lymphoma",Completed,No Results Available,"T-Cell Lymphoma|Lymphoma, Non-Hodgkin's",Drug: CHOP and alemtuzumab,Weill Medical College of Cornell University|Bayer,All,"18 Years and older Â  (Adult, Senior)",Phase 1,null,Other|Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,0204-157,7-Sep-05,7/1/04,null,21-Oct-08,Oct-08,No Study Results Posted,null,null,,https://ClinicalTrials.gov/show/NCT00161590
319,NCT00074282,"Pentostatin, Cyclophosphamide, and Rituximab Followed By Lenalidomide in Treating Patients With Relapsed or Refractory B-Cell Chronic Lymphocytic Leukemia",Unknown status,No Results Available,Leukemia,Biological: filgrastim|Biological: pegfilgrastim|Biological: rituximab|Drug: cyclophosphamide|Drug: lenalidomide|Drug: pentostatin,Eastern Cooperative Oncology Group|National Cancer Institute (NCI),All,"18 Years and older Â  (Adult, Senior)",Phase 2,110,Other|NIH,Interventional,Masking: Open Label|Primary Purpose: Treatment,CDR0000343796|ECOG-2903,10-Dec-03,12/1/04,null,9-Nov-12,Nov-12,No Study Results Posted,null,Oct-14,"Response (CR, nPR, PR) rate in all patients treated with PCR|Minimal-residual disease (MRD) as assessed by both flow cytometry and real-time allele-specific oligonucleotide polymerase chain reaction (RT-PCR)|Toxicity as measured by CTCAE criteria every month|Overall survival and progression-free survival as measured by Kaplan-Meier method during study treatment|Rate of molecular complete remission (MCR) after the treatment of PCR and alemtuzumab (before May 2011) or lenalidomide after May 2011) in patients who achieve a CR or nPR",https://ClinicalTrials.gov/show/NCT00074282
129,NCT00118352,"Alemtuzumab, Fludarabine Phosphate, and Total-Body Irradiation Followed by Cyclosporine and Mycophenolate Mofetil in Treating Patients Who Are Undergoing Donor Stem Cell Transplant for Hematologic Cancer","Active, not recruiting",No Results Available,"Acute Undifferentiated Leukemia|Adult Acute Lymphoblastic Leukemia in Remission|Adult Acute Myeloid Leukemia in Remission|Adult Nasal Type Extranodal NK/T-cell Lymphoma|Anaplastic Large Cell Lymphoma|Angioimmunoblastic T-cell Lymphoma|Atypical Chronic Myeloid Leukemia, BCR-ABL1 Negative|Childhood Acute Lymphoblastic Leukemia in Remission|Childhood Acute Myeloid Leukemia in Remission|Childhood Burkitt Lymphoma|Childhood Chronic Myelogenous Leukemia|Childhood Diffuse Large Cell Lymphoma|Childhood Immunoblastic Large Cell Lymphoma|Childhood Myelodysplastic Syndromes|Childhood Nasal Type Extranodal NK/T-cell Lymphoma|Chronic Myelomonocytic Leukemia|Chronic Phase Chronic Myelogenous Leukemia|Cutaneous B-cell Non-Hodgkin Lymphoma|Extranodal Marginal Zone B-cell Lymphoma of Mucosa-associated Lymphoid Tissue|Hepatosplenic T-cell Lymphoma|Intraocular Lymphoma|Juvenile Myelomonocytic Leukemia|Mast Cell Leukemia|Myelodysplastic/Myeloproliferative Neoplasm, Unclassifiable|Nodal Marginal Zone B-cell Lymphoma|Noncutaneous Extranodal Lymphoma|Peripheral T-cell Lymphoma|Previously Treated Myelodysplastic Syndromes|Recurrent Adult Acute Lymphoblastic Leukemia|Recurrent Adult Acute Myeloid Leukemia|Recurrent Adult Burkitt Lymphoma|Recurrent Adult Diffuse Large Cell Lymphoma|Recurrent Adult Diffuse Mixed Cell Lymphoma|Recurrent Adult Diffuse Small Cleaved Cell Lymphoma|Recurrent Adult Grade III Lymphomatoid Granulomatosis|Recurrent Adult Hodgkin Lymphoma|Recurrent Adult Immunoblastic Large Cell Lymphoma|Recurrent Adult Lymphoblastic Lymphoma|Recurrent Adult T-cell Leukemia/Lymphoma|Recurrent Childhood Acute Lymphoblastic Leukemia|Recurrent Childhood Acute Myeloid Leukemia|Recurrent Childhood Anaplastic Large Cell Lymphoma|Recurrent Childhood Grade III Lymphomatoid Granulomatosis|Recurrent Childhood Large Cell Lymphoma|Recurrent Childhood Lymphoblastic Lymphoma|Recurrent Childhood Small Noncleaved Cell Lymphoma|Recurrent Cutaneous T-cell Non-Hodgkin Lymphoma|Recurrent Grade 1 Follicular Lymphoma|Recurrent Grade 2 Follicular Lymphoma|Recurrent Grade 3 Follicular Lymphoma|Recurrent Mantle Cell Lymphoma|Recurrent Marginal Zone Lymphoma|Recurrent Mycosis Fungoides/Sezary Syndrome|Recurrent Small Lymphocytic Lymphoma|Recurrent/Refractory Childhood Hodgkin Lymphoma|Refractory Chronic Lymphocytic Leukemia|Refractory Hairy Cell Leukemia|Refractory Multiple Myeloma|Relapsing Chronic Myelogenous Leukemia|Secondary Myelodysplastic Syndromes|Small Intestine Lymphoma|Splenic Marginal Zone Lymphoma|Testicular Lymphoma|WaldenstrÃ¶m Macroglobulinemia",Biological: alemtuzumab|Radiation: total-body irradiation|Drug: fludarabine phosphate|Drug: cyclosporine|Drug: mycophenolate mofetil|Procedure: allogeneic hematopoietic stem cell transplantation|Procedure: peripheral blood stem cell transplantation|Biological: graft versus host disease prophylaxis/therapy|Other: laboratory biomarker analysis,Fred Hutchinson Cancer Research Center|National Cancer Institute (NCI),All,"up to 74 Years Â  (Child, Adult, Senior)",Phase 2,11,Other|NIH,Interventional,Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,1959.00|NCI-2009-01496|P01CA018029|P30CA015704,8-Jul-05,3/1/05,null,13-Jun-16,Jun-16,No Study Results Posted,null,Jul-10,Dose of alemtuzumab that allows an incidence of grade III-IV acute GVHD less than 40%|Graft rejection|Number of days of steroids greater than 1 mg/kg required in each patient|Non-relapse mortality|Infection|Immune reconstitution|Disease progression/relapse,https://ClinicalTrials.gov/show/NCT00118352
29,NCT00214214,A Pilot Study to Determine the Safety of Campath-1H (Anti-CD52 Antibody) Therapy in Newly Diagnosed Subjects With Type 1 Diabetes Mellitus,Withdrawn,No Results Available,New Onset Type 1 Diabetes Mellitus,Drug: Campath 1HÂ® (Alemtuzumab),"University of Wisconsin, Madison",All,18 Years to 35 Years Â  (Adult),Phase 1,0,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label,H-2003-0405,13-Sep-05,10/1/05,null,6-Oct-15,Oct-15,No Study Results Posted,null,null,to determine if Campath-1H can be used in patients recently diagnosed with type I DM|to determine if Campath-1H can eliminate or lower insulin requirements,https://ClinicalTrials.gov/show/NCT00214214
157,NCT00895739,Alemtuzumab and Low-Dose Cyclosporine in Treating Patients With Severe Aplastic Anemia or Acquired Marrow Failure,Unknown status,No Results Available,Nonmalignant Neoplasm,Biological: alemtuzumab|Drug: cyclosporine,Federico II University|National Cancer Institute (NCI),All,"18 Years and older Â  (Adult, Senior)",Phase 2,50,Other,Interventional,Allocation: Non-Randomized|Masking: Open Label|Primary Purpose: Treatment,UNMS-ALESAA|CDR0000639649|EU-20927|EUDRACT-2008-001151-22,7-May-09,6/1/06,null,9-Aug-13,May-09,No Study Results Posted,null,null,"Safety, as defined by occurrence of adverse effects|Overall survival|Hematologic response (partial and complete response, including time to response)|Failure-free survival (failure is defined as no response, chronic treatment-maintained response, or relapse)|Incidence of adverse effects after treatment|Long-term safety of alemtuzumab treatment|Time to achieve a complete hematological response|Proportion of patients maintaining hematological response free of any treatment|Incidence of relapse in responding patients|Incidence of severe infections|Requirement for IV antibiotics and antifungal therapy|Requirement for red cell and platelet transfusion|Incidence of CMV reactivation|Kinetics of immune reconstitution|Incidence of paroxysmal nocturnal hemoglobinuria (PNH) clone (lymphoid or myeloid) development|Incidence of clonal evolution (i.e., karyotypic abnormalities or secondary myelodysplasia/leukemia)",https://ClinicalTrials.gov/show/NCT00895739
163,NCT00553098,"Alemtuzumab, Fludarabine Phosphate, and Total-Body Irradiation Followed by a Donor Stem Cell Transplant in Treating Patients With Immunodeficiency or Other Nonmalignant Inherited Disorders","Active, not recruiting",No Results Available,Immunodeficiency Syndrome|Non-Cancer Diagnosis,Biological: Alemtuzumab|Procedure: Allogeneic Bone Marrow Transplantation|Procedure: Allogeneic Hematopoietic Stem Cell Transplantation|Drug: Cyclosporine|Drug: Fludarabine Phosphate|Other: Laboratory Biomarker Analysis|Drug: Mycophenolate Mofetil|Radiation: Total-Body Irradiation,"Fred Hutchinson Cancer Research Center|National Cancer Institute (NCI)|National Heart, Lung, and Blood Institute (NHLBI)",All,"up to 54 Years Â  (Child, Adult)",Phase 2,29,Other|NIH,Interventional,Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,2007.00|NCI-2009-01550|2007|P30CA015704,2-Nov-07,6/1/06,null,26-Feb-16,Feb-16,No Study Results Posted,null,Mar-15,Proportion of patients who achieve greater than 50% donor T-cell chimerism,https://ClinicalTrials.gov/show/NCT00553098
186,NCT00410657,Alemtuzumab and Glucocorticoids in Treating Newly Diagnosed Acute Graft-Versus-Host Disease in Patients Who Have Undergone a Donor Stem Cell Transplant,Completed,No Results Available,Breast Cancer|Chronic Myeloproliferative Disorders|Gestational Trophoblastic Tumor|Graft Versus Host Disease|Leukemia|Lymphoma|Multiple Myeloma and Plasma Cell Neoplasm|Myelodysplastic Syndromes|Myelodysplastic/Myeloproliferative Diseases|Neuroblastoma|Ovarian Cancer|Testicular Germ Cell Tumor,Biological: alemtuzumab|Drug: methylprednisolone|Drug: prednisone|Other: flow cytometry|Other: immunologic technique|Other: pharmacological study,Fred Hutchinson Cancer Research Center|National Cancer Institute (NCI),All,"Child, Adult, Senior",Phase 2,53,Other|NIH,Interventional,Allocation: Non-Randomized|Masking: Open Label|Primary Purpose: Supportive Care,2096.00|FHCRC-2096.00|CDR0000523371,11-Dec-06,7/1/06,null,12-May-10,May-10,No Study Results Posted,null,Nov-06,"Proportion of patients with methylprednisolone (MP)-equivalent glucocorticoid doses â‰_ 0.75 mg/kg on day 28 after starting therapy for graft-versus-host disease (GVHD)|Total cumulative dose of MP-equivalent treatment during the first 8 weeks after study entry|Proportion of patients with complete response, measured weekly through day 56|Incidence of secondary systemic therapy for acute GVHD|Cumulative acute GVHD activity index score at day 56|Incidence of chronic GVHD at 1 year|Nonrelapsing mortality at 1 year|Survival at 1 year|Cumulative incidence of opportunistic infections at 1 year|Cumulative incidence of recurrent or progressive malignancy at 1 year|Peripheral blood CD4, CD8, CD19, and CD16/56 counts at baseline and then periodically for 1 year",https://ClinicalTrials.gov/show/NCT00410657
